,node,centrality,community,density
14443,30583,2,4,0.001555234045661817
14511,18620,2,4,0.001555234045661817
14832,9665,2,4,0.001555234045661817
14881,17942,2,4,0.001555234045661817
15109,3913,2,4,0.001555234045661817
15160,28309,2,4,0.001555234045661817
15376,1802,2,4,0.001555234045661817
15398,1818,2,4,0.001555234045661817
15565,16193,2,4,0.001555234045661817
15582,1889,2,4,0.001555234045661817
15721,4766,2,4,0.001555234045661817
15887,1983,2,4,0.001555234045661817
15926,1999,2,4,0.001555234045661817
16146,11455,2,4,0.001555234045661817
16220,35774,2,4,0.001555234045661817
16237,16737,2,4,0.001555234045661817
16379,15208,2,4,0.001555234045661817
16417,27878,2,4,0.001555234045661817
16424,9794,2,4,0.001555234045661817
16435,16721,2,4,0.001555234045661817
16471,4172,2,4,0.001555234045661817
16478,20218,2,4,0.001555234045661817
16552,11375,2,4,0.001555234045661817
16554,18074,2,4,0.001555234045661817
16588,35538,2,4,0.001555234045661817
16901,2185,2,4,0.001555234045661817
16990,20159,2,4,0.001555234045661817
16993,36613,2,4,0.001555234045661817
17015,25804,2,4,0.001555234045661817
17322,2312,2,4,0.001555234045661817
17363,13821,2,4,0.001555234045661817
17378,34985,2,4,0.001555234045661817
17803,13306,2,4,0.001555234045661817
17807,33230,2,4,0.001555234045661817
18002,2532,2,4,0.001555234045661817
18006,2534,2,4,0.001555234045661817
18038,2542,2,4,0.001555234045661817
18214,36817,2,4,0.001555234045661817
18573,28581,2,4,0.001555234045661817
18769,36795,2,4,0.001555234045661817
18780,28712,2,4,0.001555234045661817
18914,36394,2,4,0.001555234045661817
19029,15719,2,4,0.001555234045661817
19082,31426,2,4,0.001555234045661817
19233,5854,2,4,0.001555234045661817
19248,29820,2,4,0.001555234045661817
19325,3074,2,4,0.001555234045661817
19381,30155,2,4,0.001555234045661817
19424,9494,2,4,0.001555234045661817
19715,35639,2,4,0.001555234045661817
19735,3192,2,4,0.001555234045661817
19812,3229,2,4,0.001555234045661817
19904,9147,2,4,0.001555234045661817
19927,34137,2,4,0.001555234045661817
19928,31990,2,4,0.001555234045661817
19936,33342,2,4,0.001555234045661817
19958,3319,2,4,0.001555234045661817
19985,37067,2,4,0.001555234045661817
19989,16396,2,4,0.001555234045661817
20012,12063,2,4,0.001555234045661817
20143,24871,2,4,0.001555234045661817
20192,3421,2,4,0.001555234045661817
20199,10796,2,4,0.001555234045661817
20259,3457,2,4,0.001555234045661817
20284,31554,2,4,0.001555234045661817
20494,3543,2,4,0.001555234045661817
20539,31565,2,4,0.001555234045661817
20542,20613,2,4,0.001555234045661817
20774,33164,2,4,0.001555234045661817
20822,3733,2,4,0.001555234045661817
20844,3745,2,4,0.001555234045661817
20855,15302,2,4,0.001555234045661817
20904,3773,2,4,0.001555234045661817
20954,36442,2,4,0.001555234045661817
20985,30913,2,4,0.001555234045661817
21071,3878,2,4,0.001555234045661817
21080,20947,2,4,0.001555234045661817
21114,27971,2,4,0.001555234045661817
21288,35885,2,4,0.001555234045661817
21309,31311,2,4,0.001555234045661817
21345,3951,2,4,0.001555234045661817
21623,4082,2,4,0.001555234045661817
21669,4095,2,4,0.001555234045661817
21676,27831,2,4,0.001555234045661817
21694,4110,2,4,0.001555234045661817
21722,8934,2,4,0.001555234045661817
21810,4179,2,4,0.001555234045661817
21827,25328,2,4,0.001555234045661817
21851,15010,2,4,0.001555234045661817
21968,12933,2,4,0.001555234045661817
22032,6313,2,4,0.001555234045661817
22195,9489,2,4,0.001555234045661817
22196,22853,2,4,0.001555234045661817
22210,9034,2,4,0.001555234045661817
22270,24507,2,4,0.001555234045661817
22308,35398,2,4,0.001555234045661817
22335,11611,2,4,0.001555234045661817
22358,24196,2,4,0.001555234045661817
22378,11058,2,4,0.001555234045661817
22468,4498,2,4,0.001555234045661817
22512,30903,2,4,0.001555234045661817
22590,4582,2,4,0.001555234045661817
22601,33862,2,4,0.001555234045661817
22787,18813,2,4,0.001555234045661817
22883,4770,2,4,0.001555234045661817
22889,26134,2,4,0.001555234045661817
22927,35722,2,4,0.001555234045661817
22940,4804,2,4,0.001555234045661817
22961,13710,2,4,0.001555234045661817
22964,4824,2,4,0.001555234045661817
23202,6911,2,4,0.001555234045661817
23258,28971,2,4,0.001555234045661817
23313,21488,2,4,0.001555234045661817
23428,6930,2,4,0.001555234045661817
23464,5141,2,4,0.001555234045661817
23578,21166,2,4,0.001555234045661817
23582,33245,2,4,0.001555234045661817
23595,21820,2,4,0.001555234045661817
23616,16222,2,4,0.001555234045661817
23631,7230,2,4,0.001555234045661817
23681,10702,2,4,0.001555234045661817
23753,36737,2,4,0.001555234045661817
23889,5356,2,4,0.001555234045661817
23902,25633,2,4,0.001555234045661817
23906,35771,2,4,0.001555234045661817
23981,5418,2,4,0.001555234045661817
24133,10463,2,4,0.001555234045661817
24144,5539,2,4,0.001555234045661817
24209,17413,2,4,0.001555234045661817
24211,34556,2,4,0.001555234045661817
24221,15564,2,4,0.001555234045661817
24247,20129,2,4,0.001555234045661817
24279,5623,2,4,0.001555234045661817
24698,5702,2,4,0.001555234045661817
24868,5857,2,4,0.001555234045661817
24899,5876,2,4,0.001555234045661817
24956,37635,2,4,0.001555234045661817
24974,21116,2,4,0.001555234045661817
24982,5936,2,4,0.001555234045661817
24983,12271,2,4,0.001555234045661817
25051,37406,2,4,0.001555234045661817
25395,251,2,4,0.001555234045661817
25426,20825,2,4,0.001555234045661817
25514,6170,2,4,0.001555234045661817
25734,1713,2,4,0.001555234045661817
25835,15873,2,4,0.001555234045661817
25842,21807,2,4,0.001555234045661817
25844,6395,2,4,0.001555234045661817
26036,15729,2,4,0.001555234045661817
26341,6674,2,4,0.001555234045661817
26352,9724,2,4,0.001555234045661817
26419,6738,2,4,0.001555234045661817
26465,24255,2,4,0.001555234045661817
26483,6789,2,4,0.001555234045661817
26546,7019,2,4,0.001555234045661817
26650,15290,2,4,0.001555234045661817
26694,32921,2,4,0.001555234045661817
26766,27960,2,4,0.001555234045661817
26783,7676,2,4,0.001555234045661817
26798,32739,2,4,0.001555234045661817
26804,31903,2,4,0.001555234045661817
26837,10597,2,4,0.001555234045661817
26838,24087,2,4,0.001555234045661817
26852,13166,2,4,0.001555234045661817
26873,24452,2,4,0.001555234045661817
26970,9343,2,4,0.001555234045661817
26984,6200,2,4,0.001555234045661817
27024,7131,2,4,0.001555234045661817
27069,14629,2,4,0.001555234045661817
27134,28204,2,4,0.001555234045661817
27308,37681,2,4,0.001555234045661817
27367,7352,2,4,0.001555234045661817
27426,25602,2,4,0.001555234045661817
27528,30708,2,4,0.001555234045661817
27533,17785,2,4,0.001555234045661817
27541,4816,2,4,0.001555234045661817
27562,7523,2,4,0.001555234045661817
27567,7529,2,4,0.001555234045661817
27626,31047,2,4,0.001555234045661817
27631,7576,2,4,0.001555234045661817
27643,20459,2,4,0.001555234045661817
27799,7741,2,4,0.001555234045661817
27829,19252,2,4,0.001555234045661817
27940,23671,2,4,0.001555234045661817
27947,29853,2,4,0.001555234045661817
27952,19585,2,4,0.001555234045661817
27955,3814,2,4,0.001555234045661817
28012,7917,2,4,0.001555234045661817
28052,21049,2,4,0.001555234045661817
28085,5144,2,4,0.001555234045661817
28237,15475,2,4,0.001555234045661817
28270,37179,2,4,0.001555234045661817
28283,31607,2,4,0.001555234045661817
28289,13621,2,4,0.001555234045661817
28497,36036,2,4,0.001555234045661817
28501,8437,2,4,0.001555234045661817
28536,8476,2,4,0.001555234045661817
28548,24213,2,4,0.001555234045661817
28551,23176,2,4,0.001555234045661817
28877,8722,2,4,0.001555234045661817
28878,33659,2,4,0.001555234045661817
28911,30359,2,4,0.001555234045661817
29411,9103,2,4,0.001555234045661817
29431,28994,2,4,0.001555234045661817
29457,9162,2,4,0.001555234045661817
29512,9249,2,4,0.001555234045661817
29526,19451,2,4,0.001555234045661817
29548,22648,2,4,0.001555234045661817
29580,30672,2,4,0.001555234045661817
29585,14754,2,4,0.001555234045661817
29648,9429,2,4,0.001555234045661817
29673,15803,2,4,0.001555234045661817
29676,9487,2,4,0.001555234045661817
29682,9500,2,4,0.001555234045661817
29836,20427,2,4,0.001555234045661817
29837,27162,2,4,0.001555234045661817
29915,9735,2,4,0.001555234045661817
29960,20733,2,4,0.001555234045661817
29968,19878,2,4,0.001555234045661817
29977,34145,2,4,0.001555234045661817
29991,31249,2,4,0.001555234045661817
29999,19627,2,4,0.001555234045661817
30030,9821,2,4,0.001555234045661817
30194,32978,2,4,0.001555234045661817
30352,18668,2,4,0.001555234045661817
30418,10090,2,4,0.001555234045661817
30433,19785,2,4,0.001555234045661817
30473,34178,2,4,0.001555234045661817
30478,7763,2,4,0.001555234045661817
30500,16894,2,4,0.001555234045661817
30616,10363,2,4,0.001555234045661817
30619,30766,2,4,0.001555234045661817
30646,17253,2,4,0.001555234045661817
30663,19164,2,4,0.001555234045661817
30731,10498,2,4,0.001555234045661817
30800,10580,2,4,0.001555234045661817
30909,12438,2,4,0.001555234045661817
30914,15311,2,4,0.001555234045661817
30916,10653,2,4,0.001555234045661817
31019,36755,2,4,0.001555234045661817
31074,10878,2,4,0.001555234045661817
31084,26474,2,4,0.001555234045661817
31124,10962,2,4,0.001555234045661817
31211,34360,2,4,0.001555234045661817
31352,34348,2,4,0.001555234045661817
31418,27968,2,4,0.001555234045661817
31419,21784,2,4,0.001555234045661817
31591,25761,2,4,0.001555234045661817
31592,14053,2,4,0.001555234045661817
31628,6858,2,4,0.001555234045661817
31677,16283,2,4,0.001555234045661817
31777,14097,2,4,0.001555234045661817
31907,11829,2,4,0.001555234045661817
31959,13542,2,4,0.001555234045661817
31972,19056,2,4,0.001555234045661817
31990,9463,2,4,0.001555234045661817
32080,12125,2,4,0.001555234045661817
32089,37291,2,4,0.001555234045661817
32152,12217,2,4,0.001555234045661817
32168,25947,2,4,0.001555234045661817
32201,26848,2,4,0.001555234045661817
32299,12454,2,4,0.001555234045661817
32312,14671,2,4,0.001555234045661817
32482,35256,2,4,0.001555234045661817
32546,12964,2,4,0.001555234045661817
32640,22219,2,4,0.001555234045661817
32670,28757,2,4,0.001555234045661817
32738,30095,2,4,0.001555234045661817
32795,37595,2,4,0.001555234045661817
32866,30390,2,4,0.001555234045661817
32877,13600,2,4,0.001555234045661817
32901,18366,2,4,0.001555234045661817
32906,18460,2,4,0.001555234045661817
32921,396,2,4,0.001555234045661817
32935,25894,2,4,0.001555234045661817
32949,18383,2,4,0.001555234045661817
32980,17353,2,4,0.001555234045661817
32984,15188,2,4,0.001555234045661817
32985,20130,2,4,0.001555234045661817
32993,15336,2,4,0.001555234045661817
33000,2062,2,4,0.001555234045661817
33027,20372,2,4,0.001555234045661817
33061,35285,2,4,0.001555234045661817
33073,15413,2,4,0.001555234045661817
33142,13849,2,4,0.001555234045661817
33172,13900,2,4,0.001555234045661817
33336,32635,2,4,0.001555234045661817
33414,26981,2,4,0.001555234045661817
33471,14403,2,4,0.001555234045661817
33499,14450,2,4,0.001555234045661817
33633,22309,2,4,0.001555234045661817
33641,14758,2,4,0.001555234045661817
33665,14811,2,4,0.001555234045661817
33718,28788,2,4,0.001555234045661817
33805,15008,2,4,0.001555234045661817
33808,5277,2,4,0.001555234045661817
33830,15075,2,4,0.001555234045661817
33838,15091,2,4,0.001555234045661817
33847,35323,2,4,0.001555234045661817
33892,15604,2,4,0.001555234045661817
33917,17969,2,4,0.001555234045661817
33930,15282,2,4,0.001555234045661817
33938,30416,2,4,0.001555234045661817
33957,15346,2,4,0.001555234045661817
33963,30585,2,4,0.001555234045661817
33964,15360,2,4,0.001555234045661817
33967,20240,2,4,0.001555234045661817
33969,24457,2,4,0.001555234045661817
34017,15459,2,4,0.001555234045661817
34034,16924,2,4,0.001555234045661817
34078,20522,2,4,0.001555234045661817
34087,25484,2,4,0.001555234045661817
34109,15648,2,4,0.001555234045661817
34150,15753,2,4,0.001555234045661817
34157,15767,2,4,0.001555234045661817
34177,20006,2,4,0.001555234045661817
34190,15866,2,4,0.001555234045661817
34263,16083,2,4,0.001555234045661817
34293,35035,2,4,0.001555234045661817
34334,16279,2,4,0.001555234045661817
34337,16292,2,4,0.001555234045661817
34385,16421,2,4,0.001555234045661817
34402,5540,2,4,0.001555234045661817
34484,29532,2,4,0.001555234045661817
34487,2418,2,4,0.001555234045661817
34488,17061,2,4,0.001555234045661817
34489,22550,2,4,0.001555234045661817
34588,16998,2,4,0.001555234045661817
34689,17278,2,4,0.001555234045661817
34743,30482,2,4,0.001555234045661817
34761,28284,2,4,0.001555234045661817
34791,25530,2,4,0.001555234045661817
34861,21696,2,4,0.001555234045661817
34904,17896,2,4,0.001555234045661817
34977,25462,2,4,0.001555234045661817
35013,33092,2,4,0.001555234045661817
35040,18372,2,4,0.001555234045661817
35056,30258,2,4,0.001555234045661817
35058,3326,2,4,0.001555234045661817
35068,20965,2,4,0.001555234045661817
35084,27582,2,4,0.001555234045661817
35117,26347,2,4,0.001555234045661817
35136,18639,2,4,0.001555234045661817
35151,27006,2,4,0.001555234045661817
35179,22403,2,4,0.001555234045661817
35227,18933,2,4,0.001555234045661817
35268,19077,2,4,0.001555234045661817
35285,19136,2,4,0.001555234045661817
35347,20406,2,4,0.001555234045661817
35489,21277,2,4,0.001555234045661817
35508,26324,2,4,0.001555234045661817
35519,19550,2,4,0.001555234045661817
35538,37416,2,4,0.001555234045661817
35557,29020,2,4,0.001555234045661817
35619,22300,2,4,0.001555234045661817
35621,11660,2,4,0.001555234045661817
35647,12382,2,4,0.001555234045661817
35649,37472,2,4,0.001555234045661817
35681,30267,2,4,0.001555234045661817
35716,12285,2,4,0.001555234045661817
35737,30011,2,4,0.001555234045661817
35754,28046,2,4,0.001555234045661817
35780,32320,2,4,0.001555234045661817
35822,11881,2,4,0.001555234045661817
35846,36967,2,4,0.001555234045661817
35877,15716,2,4,0.001555234045661817
35955,29695,2,4,0.001555234045661817
35974,29566,2,4,0.001555234045661817
35982,9599,2,4,0.001555234045661817
35988,21398,2,4,0.001555234045661817
35996,21410,2,4,0.001555234045661817
36009,21450,2,4,0.001555234045661817
36016,18129,2,4,0.001555234045661817
36038,25607,2,4,0.001555234045661817
36060,28227,2,4,0.001555234045661817
36065,30686,2,4,0.001555234045661817
36075,21799,2,4,0.001555234045661817
36090,28491,2,4,0.001555234045661817
36105,37063,2,4,0.001555234045661817
36110,35575,2,4,0.001555234045661817
36148,15744,2,4,0.001555234045661817
36192,10387,2,4,0.001555234045661817
36233,37687,2,4,0.001555234045661817
36252,32899,2,4,0.001555234045661817
36334,31610,2,4,0.001555234045661817
36352,23177,2,4,0.001555234045661817
36364,23248,2,4,0.001555234045661817
36392,27180,2,4,0.001555234045661817
36485,23776,2,4,0.001555234045661817
36521,24132,2,4,0.001555234045661817
36522,25532,2,4,0.001555234045661817
36609,34231,2,4,0.001555234045661817
36680,34252,2,4,0.001555234045661817
36700,25056,2,4,0.001555234045661817
36763,31223,2,4,0.001555234045661817
36764,16223,2,4,0.001555234045661817
36774,25550,2,4,0.001555234045661817
36775,6155,2,4,0.001555234045661817
36782,32412,2,4,0.001555234045661817
36827,25904,2,4,0.001555234045661817
36842,34388,2,4,0.001555234045661817
36846,32392,2,4,0.001555234045661817
36850,26036,2,4,0.001555234045661817
36986,35163,2,4,0.001555234045661817
36990,30433,2,4,0.001555234045661817
36993,22563,2,4,0.001555234045661817
37002,29571,2,4,0.001555234045661817
37007,30216,2,4,0.001555234045661817
37012,27306,2,4,0.001555234045661817
37079,27531,2,4,0.001555234045661817
37092,27664,2,4,0.001555234045661817
37224,23825,2,4,0.001555234045661817
37231,36278,2,4,0.001555234045661817
37233,33742,2,4,0.001555234045661817
37239,32705,2,4,0.001555234045661817
37279,14552,2,4,0.001555234045661817
37290,27846,2,4,0.001555234045661817
37384,35849,2,4,0.001555234045661817
37448,30020,2,4,0.001555234045661817
37465,20768,2,4,0.001555234045661817
37506,32867,2,4,0.001555234045661817
37523,1854,2,4,0.001555234045661817
37537,10720,2,4,0.001555234045661817
37540,31625,2,4,0.001555234045661817
37617,28857,2,4,0.001555234045661817
37626,646,2,4,0.001555234045661817
37653,34354,2,4,0.001555234045661817
167,17,3,4,0.001555234045661817
170,18,3,4,0.001555234045661817
786,36103,3,4,0.001555234045661817
955,1955,3,4,0.001555234045661817
983,21912,3,4,0.001555234045661817
991,26532,3,4,0.001555234045661817
1277,10194,3,4,0.001555234045661817
1335,122,3,4,0.001555234045661817
1501,9775,3,4,0.001555234045661817
1883,186,3,4,0.001555234045661817
2161,30674,3,4,0.001555234045661817
2331,250,3,4,0.001555234045661817
2760,317,3,4,0.001555234045661817
2861,328,3,4,0.001555234045661817
2879,334,3,4,0.001555234045661817
3003,7424,3,4,0.001555234045661817
3033,16347,3,4,0.001555234045661817
3144,377,3,4,0.001555234045661817
3243,35370,3,4,0.001555234045661817
3268,28501,3,4,0.001555234045661817
3313,16063,3,4,0.001555234045661817
3700,5007,3,4,0.001555234045661817
3709,34045,3,4,0.001555234045661817
4367,25714,3,4,0.001555234045661817
4583,36845,3,4,0.001555234045661817
4645,12738,3,4,0.001555234045661817
4670,1423,3,4,0.001555234045661817
4791,6283,3,4,0.001555234045661817
5010,32610,3,4,0.001555234045661817
5152,654,3,4,0.001555234045661817
5373,27891,3,4,0.001555234045661817
5449,28023,3,4,0.001555234045661817
5517,5046,3,4,0.001555234045661817
5669,2499,3,4,0.001555234045661817
5674,1211,3,4,0.001555234045661817
5750,11649,3,4,0.001555234045661817
5809,5388,3,4,0.001555234045661817
5892,18808,3,4,0.001555234045661817
6524,24868,3,4,0.001555234045661817
6842,13070,3,4,0.001555234045661817
6854,16540,3,4,0.001555234045661817
6875,4361,3,4,0.001555234045661817
6895,22802,3,4,0.001555234045661817
6919,911,3,4,0.001555234045661817
6933,29072,3,4,0.001555234045661817
7205,9414,3,4,0.001555234045661817
7421,17296,3,4,0.001555234045661817
7437,7911,3,4,0.001555234045661817
7508,25568,3,4,0.001555234045661817
7564,30887,3,4,0.001555234045661817
7601,27039,3,4,0.001555234045661817
7741,7256,3,4,0.001555234045661817
7828,32019,3,4,0.001555234045661817
7846,1018,3,4,0.001555234045661817
8052,1040,3,4,0.001555234045661817
8150,1062,3,4,0.001555234045661817
8234,11639,3,4,0.001555234045661817
8237,6035,3,4,0.001555234045661817
8371,28600,3,4,0.001555234045661817
8679,2122,3,4,0.001555234045661817
8765,1116,3,4,0.001555234045661817
8887,1156,3,4,0.001555234045661817
8935,10314,3,4,0.001555234045661817
9444,1230,3,4,0.001555234045661817
